instance,optimum
XML100_3173_10,21955
XML100_3173_11,21980
XML100_3173_12,20923
XML100_3173_13,23126
XML100_3173_14,22787
XML100_3173_15,21161
XML100_3173_16,18081
XML100_3173_17,18919
XML100_3173_18,20011
XML100_3173_19,19772
XML100_3173_20,17777
XML100_3173_21,21586
XML100_3173_22,23168
XML100_3173_23,20478
XML100_3173_24,19623
XML100_3173_25,17077
XML100_3173_26,18403
XML100_3174_01,14139
XML100_3174_02,15692
XML100_3174_03,15299
XML100_3174_04,17921
XML100_3174_05,15211
XML100_3174_06,16817
XML100_3174_07,15188
XML100_3174_08,16496
XML100_3174_09,14928
XML100_3174_10,16619
XML100_3174_11,14494
XML100_3174_12,17391
XML100_3174_13,15441
XML100_3174_14,14841
XML100_3174_15,15398
XML100_3174_16,16054
XML100_3174_17,16050
XML100_3174_18,17535
XML100_3174_19,17364
XML100_3174_20,16000
XML100_3174_21,18186
XML100_3174_22,13742
XML100_3174_23,15317
XML100_3174_24,18267
XML100_3174_25,15890
XML100_3174_26,15317
XML100_3175_01,12638
XML100_3175_02,11357
XML100_3175_03,12162
XML100_3175_04,12420
XML100_3175_05,12221
XML100_3175_06,12719
XML100_3175_07,12496
XML100_3175_08,11473
XML100_3175_09,11338
XML100_3175_10,11842
XML100_3175_11,12208
XML100_3175_12,14496
XML100_3175_13,11081
XML100_3175_14,11212
XML100_3175_15,12100
XML100_3175_16,13604
XML100_3175_17,11848
XML100_3175_18,11845
XML100_3175_19,11797
XML100_3175_20,14036
XML100_3175_21,12079
XML100_3175_22,10761
XML100_3175_23,12468
XML100_3175_24,11653
XML100_3175_25,12280
XML100_3175_26,12852
XML100_3176_01,9542
XML100_3176_02,9412
XML100_3176_03,10327
XML100_3176_04,10647
XML100_3176_05,9445
XML100_3176_06,10089
XML100_3176_07,11197
XML100_3176_08,9616
XML100_3176_09,8840
XML100_3176_10,9383
XML100_3176_11,8700
XML100_3176_12,10439
XML100_3176_13,9383
XML100_3176_14,10150
XML100_3176_15,9328
XML100_3176_16,10638
XML100_3176_17,9180
XML100_3176_18,9738
XML100_3176_19,9224
XML100_3176_20,9352
XML100_3176_21,9561
XML100_3176_22,9037
XML100_3176_23,9591
XML100_3176_24,9390
XML100_3176_25,9148
XML100_3176_26,10653
XML100_3211_01,49149
XML100_3211_02,34823
XML100_3211_03,54909
XML100_3211_04,31510
XML100_3211_05,55983
XML100_3211_06,42989
XML100_3211_07,48998
XML100_3211_08,27255
XML100_3211_09,49176
XML100_3211_10,37269
XML100_3211_11,42928
XML100_3211_12,60457
XML100_3211_13,44210
XML100_3211_14,40202
XML100_3211_15,48786
XML100_3211_16,49641
XML100_3211_17,35086
XML100_3211_18,30729
XML100_3211_19,47306
XML100_3211_20,69035
XML100_3211_21,39392
XML100_3211_22,48334
XML100_3211_23,80307
XML100_3211_24,37845
XML100_3211_25,32257
XML100_3211_26,38788
XML100_3212_01,36582
XML100_3212_02,25575
XML100_3212_03,33798
XML100_3212_04,28487
XML100_3212_05,30092
XML100_3212_06,32242
XML100_3212_07,23063
XML100_3212_08,30116
XML100_3212_09,18248
XML100_3212_10,26639
XML100_3212_11,24601
XML100_3212_12,33020
XML100_3212_13,27441
XML100_3212_14,44615
XML100_3212_15,17567
XML100_3212_16,33078
XML100_3212_17,20256
XML100_3212_18,23759
XML100_3212_19,32773
XML100_3212_20,22169
XML100_3212_21,30675
XML100_3212_22,27761
XML100_3212_23,29966
XML100_3212_24,24924
XML100_3212_25,29597
XML100_3212_26,41998
XML100_3213_01,20930
XML100_3213_02,16520
XML100_3213_03,11615
XML100_3213_04,21563
XML100_3213_05,25400
XML100_3213_06,20111
XML100_3213_07,25094
XML100_3213_08,21865
XML100_3213_09,19595
XML100_3213_10,19837
XML100_3213_11,15275
XML100_3213_12,19545
XML100_3213_13,20980
XML100_3213_14,14960
XML100_3213_15,19482
XML100_3213_16,16604
XML100_3213_17,20772
XML100_3213_18,19334
XML100_3213_19,19812
XML100_3213_20,14131
XML100_3213_21,24050
XML100_3213_22,16913
XML100_3213_23,22503
XML100_3213_24,23041
XML100_3213_25,19629
XML100_3213_26,20074
XML100_3214_01,15432
XML100_3214_02,17842
XML100_3214_03,11690
XML100_3214_04,17943
XML100_3214_05,16182
XML100_3214_06,13972
XML100_3214_07,14089
XML100_3214_08,13995
XML100_3214_09,13452
XML100_3214_10,13596
XML100_3214_11,16824
XML100_3214_12,14058
XML100_3214_13,9556
XML100_3214_14,17236
XML100_3214_15,12409
XML100_3214_16,18079
XML100_3214_17,14354
XML100_3214_18,16684
XML100_3214_19,16348
XML100_3214_20,14725
XML100_3214_21,12575
XML100_3214_22,14749
XML100_3214_23,13999
XML100_3214_24,17600
XML100_3214_25,15788
XML100_3214_26,15859
XML100_3215_01,10677
XML100_3215_02,10302
XML100_3215_03,12217
XML100_3215_04,13569
XML100_3215_05,9625
XML100_3215_06,7881
XML100_3215_07,10424
XML100_3215_08,12912
XML100_3215_09,15087
XML100_3215_10,11845
XML100_3215_11,10965
XML100_3215_12,12741
XML100_3215_13,10702
XML100_3215_14,13871
XML100_3215_15,11371
XML100_3215_16,11057
XML100_3215_17,11169
XML100_3215_18,15220
XML100_3215_19,12663
XML100_3215_20,8606
XML100_3215_21,8472
XML100_3215_22,11128
XML100_3215_23,11228
XML100_3215_24,10333
XML100_3215_25,10450
XML100_3215_26,12234
XML100_3216_01,7079
XML100_3216_02,7766
XML100_3216_03,6837
XML100_3216_04,7878
XML100_3216_05,7407
XML100_3216_06,8100
XML100_3216_07,8468
XML100_3216_08,8166
XML100_3216_09,7863
XML100_3216_10,7302
XML100_3216_11,8020
XML100_3216_12,6291
XML100_3216_13,7407
XML100_3216_14,10191
XML100_3216_15,8609
XML100_3216_16,6681
XML100_3216_17,7911
XML100_3216_18,7425
XML100_3216_19,8585
XML100_3216_20,7001
XML100_3216_21,7063
XML100_3216_22,7909
XML100_3216_23,7043
XML100_3216_24,6904
XML100_3216_25,7796
XML100_3216_26,7892
XML100_3221_01,30606
XML100_3221_02,36217
XML100_3221_03,41204
XML100_3221_04,45787
XML100_3221_05,36008
XML100_3221_06,47570
XML100_3221_07,27732
XML100_3221_08,30849
XML100_3221_09,51148
XML100_3221_10,42037
XML100_3221_11,47481
XML100_3221_12,45148
XML100_3221_13,43318
XML100_3221_14,43343
XML100_3221_15,35434
XML100_3221_16,32191
XML100_3221_17,38180
XML100_3221_18,41908
XML100_3221_19,38286
XML100_3221_20,41593
XML100_3221_21,26500
XML100_3221_22,42083
XML100_3221_23,49823
XML100_3221_24,38258
XML100_3221_25,40681
XML100_3221_26,30642
XML100_3222_01,29119
XML100_3222_02,34790
XML100_3222_03,24225
XML100_3222_04,27987
XML100_3222_05,22698
XML100_3222_06,20146
XML100_3222_07,30612
XML100_3222_08,30934
XML100_3222_09,21804
XML100_3222_10,26496
XML100_3222_11,40852
XML100_3222_12,38770
XML100_3222_13,32238
XML100_3222_14,29522
XML100_3222_15,20303
XML100_3222_16,31432
XML100_3222_17,21828
XML100_3222_18,26606
XML100_3222_19,29585
XML100_3222_20,30465
XML100_3222_21,18865
XML100_3222_22,33308
XML100_3222_23,23607
XML100_3222_24,27730
XML100_3222_25,18311
XML100_3222_26,26975
XML100_3223_01,15031
XML100_3223_02,12092
XML100_3223_03,19098
XML100_3223_04,17830
XML100_3223_05,15941
XML100_3223_06,20162
XML100_3223_07,21312
XML100_3223_08,19135
XML100_3223_09,20652
XML100_3223_10,18120
XML100_3223_11,16394
XML100_3223_12,18675
XML100_3223_13,21466
XML100_3223_14,21011
XML100_3223_15,20241
XML100_3223_16,15022
XML100_3223_17,16874
XML100_3223_18,15293
XML100_3223_19,16165
XML100_3223_20,18447
XML100_3223_21,15878
XML100_3223_22,20244
XML100_3223_23,20733
XML100_3223_24,14314
XML100_3223_25,15408
XML100_3223_26,27725
XML100_3224_01,16242
XML100_3224_02,17037
XML100_3224_03,16373
XML100_3224_04,14495
XML100_3224_05,14481
XML100_3224_06,13217
XML100_3224_07,13016
XML100_3224_08,17727
XML100_3224_09,15849
XML100_3224_10,14267
XML100_3224_11,10464
XML100_3224_12,18148
XML100_3224_13,14735
XML100_3224_14,14333
XML100_3224_15,12585
XML100_3224_16,13782
XML100_3224_17,12591
XML100_3224_18,12498
XML100_3224_19,10043
XML100_3224_20,12356
XML100_3224_21,14140
XML100_3224_22,13198
XML100_3224_23,13009
XML100_3224_24,9357
XML100_3224_25,14331
XML100_3224_26,15512
XML100_3225_01,13572
XML100_3225_02,12317
XML100_3225_03,11986
XML100_3225_04,7850
XML100_3225_05,10868
XML100_3225_06,13449
XML100_3225_07,11030
XML100_3225_08,11109
XML100_3225_09,11005
XML100_3225_10,11550
XML100_3225_11,9897
XML100_3225_12,12344
XML100_3225_13,12817
XML100_3225_14,11120
XML100_3225_15,11590
XML100_3225_16,12535
XML100_3225_17,9135
XML100_3225_18,10104
XML100_3225_19,9761
XML100_3225_20,15947
XML100_3225_21,11071
XML100_3225_22,7727
XML100_3225_23,9948
XML100_3225_24,11814
XML100_3225_25,9577
XML100_3225_26,9583
XML100_3226_01,7892
XML100_3226_02,7386
XML100_3226_03,6116
XML100_3226_04,7816
XML100_3226_05,7849
XML100_3226_06,7731
XML100_3226_07,10307
XML100_3226_08,7841
XML100_3226_09,8192
XML100_3226_10,7796
XML100_3226_11,6674
XML100_3226_12,6564
XML100_3226_13,7952
XML100_3226_14,8263
XML100_3226_15,9808
XML100_3226_16,8174
XML100_3226_17,8069
XML100_3226_18,8226
XML100_3226_19,6484
XML100_3226_20,6557
XML100_3226_21,8953
XML100_3226_22,7670
XML100_3226_23,7518
XML100_3226_24,8238
XML100_3226_25,7983
XML100_3226_26,7588
XML100_3231_01,44234
XML100_3231_02,33341
XML100_3231_03,45100
XML100_3231_04,33294
XML100_3231_05,51066
XML100_3231_06,47699
XML100_3231_07,33738
XML100_3231_08,48188
XML100_3231_09,56625
XML100_3231_10,35867
XML100_3231_11,63101
XML100_3231_12,50040
XML100_3231_13,56434
XML100_3231_14,27960
XML100_3231_15,56790
XML100_3231_16,36990
XML100_3231_17,41942
XML100_3231_18,47520
XML100_3231_19,38875
XML100_3231_20,51406
XML100_3231_21,37077
XML100_3231_22,43637
XML100_3231_23,49032
XML100_3231_24,37682
XML100_3231_25,56531
XML100_3231_26,31707
XML100_3232_01,30473
XML100_3232_02,24338
XML100_3232_03,28235
XML100_3232_04,31917
XML100_3232_05,34382
XML100_3232_06,39532
XML100_3232_07,30916
XML100_3232_08,22168
XML100_3232_09,19794
XML100_3232_10,27588
XML100_3232_11,32063
XML100_3232_12,31006
XML100_3232_13,20034
XML100_3232_14,21009
XML100_3232_15,25652
XML100_3232_16,23945
XML100_3232_17,36175
XML100_3232_18,25642
XML100_3232_19,30334
XML100_3232_20,28514
XML100_3232_21,21135
XML100_3232_22,32598
XML100_3232_23,22174
XML100_3232_24,22338
XML100_3232_25,25390
XML100_3232_26,28820
XML100_3233_01,22631
XML100_3233_02,19813
XML100_3233_03,21153
XML100_3233_04,16192
XML100_3233_05,20076
XML100_3233_06,15965
XML100_3233_07,19280
XML100_3233_08,8611
XML100_3233_09,15304
XML100_3233_10,19739
XML100_3233_11,17108
XML100_3233_12,16650
XML100_3233_13,13764
XML100_3233_14,15684
XML100_3233_15,20983
XML100_3233_16,18894
XML100_3233_17,18982
XML100_3233_18,17938
XML100_3233_19,16295
XML100_3233_20,9972
XML100_3233_21,24816
XML100_3233_22,22598
XML100_3233_23,15917
XML100_3233_24,16379
XML100_3233_25,18274
XML100_3233_26,17307
XML100_3234_01,9773
XML100_3234_02,14953
XML100_3234_03,11056
XML100_3234_04,18798
XML100_3234_05,17254
XML100_3234_06,10653
XML100_3234_07,8966
XML100_3234_08,12755
XML100_3234_09,12893
XML100_3234_10,12870
XML100_3234_11,12489
XML100_3234_12,12228
XML100_3234_13,14170
XML100_3234_14,18384
XML100_3234_15,18162
XML100_3234_16,18673
XML100_3234_17,14592
XML100_3234_18,11918
XML100_3234_19,14891
XML100_3234_20,17694
XML100_3234_21,13632
XML100_3234_22,16729
XML100_3234_23,12075
XML100_3234_24,15674
XML100_3234_25,13932
XML100_3234_26,16103
XML100_3235_01,10542
XML100_3235_02,10487
XML100_3235_03,12398
XML100_3235_04,11050
XML100_3235_05,9324
XML100_3235_06,10012
XML100_3235_07,10203
XML100_3235_08,10843
XML100_3235_09,11243
XML100_3235_10,14239
XML100_3235_11,10703
XML100_3235_12,11151
XML100_3235_13,13111
XML100_3235_14,12009
XML100_3235_15,11579
XML100_3235_16,10393
XML100_3235_17,10036
XML100_3235_18,10772
XML100_3235_19,10853
XML100_3235_20,12549
XML100_3235_21,13208
XML100_3235_22,9583
XML100_3235_23,10515
XML100_3235_24,13046
XML100_3235_25,13134
XML100_3235_26,11074
XML100_3236_01,7345
XML100_3236_02,8013
XML100_3236_03,9619
XML100_3236_04,8630
XML100_3236_05,8951
XML100_3236_06,7284
XML100_3236_07,10466
XML100_3236_08,8003
XML100_3236_09,10198
XML100_3236_10,7555
XML100_3236_11,9073
XML100_3236_12,7060
XML100_3236_13,6770
XML100_3236_14,9066
XML100_3236_15,7746
XML100_3236_16,6364
XML100_3236_17,9300
XML100_3236_18,8060
XML100_3236_19,8738
XML100_3236_20,6675
XML100_3236_21,6407
XML100_3236_22,9923
XML100_3236_23,4604
XML100_3236_24,6474
XML100_3236_25,8065
XML100_3236_26,10610
XML100_3241_01,48390
XML100_3241_02,54430
XML100_3241_03,57589
XML100_3241_04,44171
XML100_3241_05,38501
XML100_3241_06,33236
XML100_3241_07,24268
XML100_3241_08,43336
XML100_3241_09,33887
XML100_3241_10,44482
XML100_3241_11,41970
XML100_3241_12,40843
XML100_3241_13,38828
XML100_3241_14,41186
XML100_3241_15,40587
XML100_3241_16,47666
XML100_3241_17,29935
XML100_3241_18,46051
XML100_3241_19,27403
XML100_3241_20,47977
XML100_3241_21,45753
XML100_3241_22,49520
XML100_3241_23,32419
XML100_3241_24,46924
XML100_3241_25,50086
XML100_3241_26,41430
XML100_3242_01,36520
XML100_3242_02,29649
XML100_3242_03,16998
XML100_3242_04,24687
XML100_3242_05,20445
XML100_3242_06,24469
XML100_3242_07,25092
XML100_3242_08,16493
XML100_3242_09,20912
XML100_3242_10,31856
XML100_3242_11,21708
XML100_3242_12,32155
XML100_3242_13,27292
XML100_3242_14,25840
XML100_3242_15,31181
XML100_3242_16,31374
XML100_3242_17,35563
XML100_3242_18,24440
XML100_3242_19,23831
XML100_3242_20,28483
XML100_3242_21,27801
XML100_3242_22,34646
XML100_3242_23,23048
XML100_3242_24,34668
XML100_3242_25,34112
XML100_3242_26,19263
XML100_3243_01,26627
XML100_3243_02,18550
XML100_3243_03,26609
XML100_3243_04,17654
XML100_3243_05,20305
XML100_3243_06,19061
XML100_3243_07,14289
XML100_3243_08,23289
XML100_3243_09,21150
XML100_3243_10,19013
XML100_3243_11,24454
XML100_3243_12,22695
XML100_3243_13,16061
XML100_3243_14,22330
XML100_3243_15,15134
XML100_3243_16,24517
XML100_3243_17,22849
XML100_3243_18,17995
XML100_3243_19,11931
XML100_3243_20,18445
XML100_3243_21,27850
XML100_3243_22,18458
XML100_3243_23,18466
XML100_3243_24,16388
XML100_3243_25,18976
XML100_3243_26,15422
XML100_3244_01,14705
XML100_3244_02,14187
XML100_3244_03,13072
XML100_3244_04,12423
XML100_3244_05,14271
XML100_3244_06,14222
XML100_3244_07,16365
XML100_3244_08,11663
XML100_3244_09,13988
XML100_3244_10,9709
XML100_3244_11,15762
XML100_3244_12,13268
XML100_3244_13,13107
XML100_3244_14,12210
XML100_3244_15,14220
XML100_3244_16,17653
XML100_3244_17,7541
XML100_3244_18,12774
XML100_3244_19,13468
XML100_3244_20,15562
XML100_3244_21,15366
XML100_3244_22,11197
XML100_3244_23,14189
XML100_3244_24,13920
XML100_3244_25,16531
XML100_3244_26,12575
XML100_3245_01,11347
XML100_3245_02,12486
XML100_3245_03,10663
XML100_3245_04,14133
XML100_3245_05,13586
XML100_3245_06,11160
XML100_3245_07,10953
XML100_3245_08,10633
XML100_3245_09,11899
XML100_3245_10,12588
XML100_3245_11,12414
XML100_3245_12,12504
XML100_3245_13,13870
XML100_3245_14,8844
XML100_3245_15,11323
XML100_3245_16,9604
XML100_3245_17,8458
XML100_3245_18,12232
XML100_3245_19,14642
XML100_3245_20,10671
XML100_3245_21,12183
XML100_3245_22,13062
XML100_3245_23,8508
XML100_3245_24,13274
XML100_3245_25,11326
XML100_3245_26,10853
XML100_3246_01,8517
XML100_3246_02,8254
XML100_3246_03,7271
XML100_3246_04,8439
XML100_3246_05,8966
XML100_3246_06,8365
XML100_3246_07,9278
XML100_3246_08,9503
XML100_3246_09,7672
XML100_3246_10,8994
XML100_3246_11,9050
XML100_3246_12,8575
XML100_3246_13,7927
XML100_3246_14,6169
XML100_3246_15,5560
XML100_3246_16,9448
XML100_3246_17,8363
XML100_3246_18,7301
XML100_3246_19,7632
XML100_3246_20,7925
XML100_3246_21,6672
XML100_3246_22,6151
XML100_3246_23,5907
XML100_3246_24,7411
XML100_3246_25,7834
XML100_3246_26,8774
XML100_3251_01,44697
XML100_3251_02,41969
XML100_3251_03,38183
XML100_3251_04,34163
XML100_3251_05,47312
XML100_3251_06,45450
XML100_3251_07,34803
XML100_3251_08,45176
XML100_3251_09,41167
XML100_3251_10,42610
XML100_3251_11,33275
XML100_3251_12,31949
XML100_3251_13,36212
XML100_3251_14,37534
XML100_3251_15,60559
XML100_3251_16,57158
XML100_3251_17,48136
XML100_3251_18,35927
XML100_3251_19,55443
XML100_3251_20,23742
XML100_3251_21,44726
XML100_3251_22,39618
XML100_3251_23,34211
XML100_3251_24,54286
XML100_3251_25,39495
XML100_3251_26,41421
XML100_3252_01,25585
XML100_3252_02,34407
XML100_3252_03,17362
XML100_3252_04,23407
XML100_3252_05,22841
XML100_3252_06,24106
XML100_3252_07,30901
XML100_3252_08,25531
XML100_3252_09,26740
XML100_3252_10,27078
XML100_3252_11,24411
XML100_3252_12,26100
XML100_3252_13,23464
XML100_3252_14,26823
XML100_3252_15,36883
XML100_3252_16,24306
XML100_3252_17,34586
XML100_3252_18,33599
XML100_3252_19,40802
XML100_3252_20,18329
XML100_3252_21,30302
XML100_3252_22,21583
XML100_3252_23,20797
XML100_3252_24,22051
XML100_3252_25,32220
XML100_3252_26,27026
XML100_3253_01,14426
XML100_3253_02,20320
XML100_3253_03,20956
XML100_3253_04,16564
XML100_3253_05,24999
XML100_3253_06,22522
XML100_3253_07,14697
XML100_3253_08,22403
XML100_3253_09,16903
XML100_3253_10,20596
XML100_3253_11,17533
XML100_3253_12,17961
XML100_3253_13,25532
XML100_3253_14,17308
XML100_3253_15,11195
XML100_3253_16,21578
XML100_3253_17,17839
XML100_3253_18,13454
XML100_3253_19,20985
XML100_3253_20,21245
XML100_3253_21,19093
XML100_3253_22,17474
XML100_3253_23,16985
XML100_3253_24,21984
XML100_3253_25,16243
XML100_3253_26,18921
XML100_3254_01,16131
XML100_3254_02,14443
XML100_3254_03,11639
XML100_3254_04,14397
XML100_3254_05,11681
XML100_3254_06,13192
XML100_3254_07,20329
XML100_3254_08,15362
XML100_3254_09,14455
XML100_3254_10,12307
XML100_3254_11,10146
XML100_3254_12,15198
XML100_3254_13,18057
XML100_3254_14,17237
XML100_3254_15,16176
XML100_3254_16,14009
XML100_3254_17,13217
XML100_3254_18,14365
XML100_3254_19,11911
XML100_3254_20,15107
XML100_3254_21,14426
XML100_3254_22,14865
XML100_3254_23,16844
XML100_3254_24,13084
XML100_3254_25,13137
XML100_3254_26,11279
XML100_3255_01,11368
XML100_3255_02,11586
XML100_3255_03,9755
XML100_3255_04,12064
XML100_3255_05,12045
XML100_3255_06,10243
XML100_3255_07,7952
XML100_3255_08,10080
XML100_3255_09,11582
XML100_3255_10,15264
XML100_3255_11,11891
XML100_3255_12,8393
XML100_3255_13,11963
XML100_3255_14,10673
XML100_3255_15,14003
XML100_3255_16,11175
XML100_3255_17,6164
XML100_3255_18,13282
XML100_3255_19,13074
XML100_3255_20,13621
XML100_3255_21,11552
XML100_3255_22,10837
XML100_3255_23,11394
XML100_3255_24,9578
XML100_3255_25,11373
XML100_3255_26,9854
XML100_3256_01,6826
XML100_3256_02,8967
XML100_3256_03,6045
XML100_3256_04,9336
XML100_3256_05,9409
XML100_3256_06,7168
XML100_3256_07,8777
XML100_3256_08,9027
XML100_3256_09,8590
XML100_3256_10,7289
XML100_3256_11,6720
XML100_3256_12,8050
XML100_3256_13,8095
XML100_3256_14,8072
XML100_3256_15,7467
XML100_3256_16,8073
XML100_3256_17,7515
XML100_3256_18,7217
XML100_3256_19,7916
XML100_3256_20,7608
XML100_3256_21,8729
XML100_3256_22,9018
XML100_3256_23,7190
XML100_3256_24,8537
XML100_3256_25,7011
XML100_3256_26,8345
XML100_3261_01,49951
XML100_3261_02,50108
XML100_3261_03,50612
XML100_3261_04,47562
XML100_3261_05,54519
XML100_3261_06,31332
XML100_3261_07,69316
XML100_3261_08,28802
XML100_3261_09,58870
XML100_3261_10,54900
XML100_3261_11,64032
XML100_3261_12,18330
XML100_3261_13,28684
XML100_3261_14,44404
XML100_3261_15,60970
XML100_3261_16,21109
XML100_3261_17,25316
XML100_3261_18,58657
XML100_3261_19,34579
XML100_3261_20,36010
XML100_3261_21,34241
XML100_3261_22,33299
XML100_3261_23,45120
XML100_3261_24,56166
XML100_3261_25,55539
XML100_3261_26,48778
XML100_3262_01,17647
XML100_3262_02,27111
XML100_3262_03,21450
XML100_3262_04,35015
XML100_3262_05,43256
XML100_3262_06,28806
XML100_3262_07,22577
XML100_3262_08,19274
XML100_3262_09,16775
XML100_3262_10,27834
XML100_3262_11,18613
XML100_3262_12,28654
XML100_3262_13,27019
XML100_3262_14,32923
XML100_3262_15,20012
XML100_3262_16,21884
XML100_3262_17,32172
XML100_3262_18,33540
XML100_3262_19,26329
XML100_3262_20,25176
XML100_3262_21,36292
XML100_3262_22,32534
XML100_3262_23,31927
XML100_3262_24,15139
XML100_3262_25,19733
XML100_3262_26,26733
XML100_3263_01,22685
XML100_3263_02,23424
XML100_3263_03,16491
XML100_3263_04,16767
XML100_3263_05,16727
XML100_3263_06,15640
XML100_3263_07,19227
XML100_3263_08,16134
XML100_3263_09,21832
XML100_3263_10,20917
XML100_3263_11,24665
XML100_3263_12,24712
XML100_3263_13,17526
XML100_3263_14,16202
XML100_3263_15,29050
XML100_3263_16,19061
XML100_3263_17,18245
XML100_3263_18,13349
XML100_3263_19,25004
XML100_3263_20,21265
XML100_3263_21,13827
XML100_3263_22,25529
XML100_3263_23,21049
XML100_3263_24,19379
XML100_3263_25,21014
XML100_3263_26,8209
XML100_3264_01,15866
XML100_3264_02,12974
XML100_3264_03,11753
XML100_3264_04,12942
XML100_3264_05,12272
XML100_3264_06,9780
XML100_3264_07,10915
XML100_3264_08,11471
XML100_3264_09,10128
XML100_3264_10,14184
XML100_3264_11,16018
XML100_3264_12,12913
XML100_3264_13,10031
XML100_3264_14,17057
XML100_3264_15,16238
XML100_3264_16,7745
XML100_3264_17,11984
XML100_3264_18,14342
XML100_3264_19,12038
XML100_3264_20,12610
XML100_3264_21,13478
XML100_3264_22,17015
XML100_3264_23,13160
XML100_3264_24,7692
XML100_3264_25,8664
XML100_3264_26,10635
XML100_3265_01,13130
XML100_3265_02,12709
XML100_3265_03,9477
XML100_3265_04,12734
XML100_3265_05,8516
XML100_3265_06,10579
XML100_3265_07,12194
XML100_3265_08,12794
XML100_3265_09,13550
XML100_3265_10,8003
XML100_3265_11,8296
XML100_3265_12,10976
XML100_3265_13,10262
XML100_3265_14,9463
XML100_3265_15,11324
XML100_3265_16,11810
XML100_3265_17,10725
XML100_3265_18,9452
XML100_3265_19,11681
XML100_3265_20,9463
XML100_3265_21,10757
XML100_3265_22,12162
XML100_3265_23,7608
XML100_3265_24,10956
XML100_3265_25,12335
XML100_3265_26,10015
XML100_3266_01,8702
XML100_3266_02,7411
XML100_3266_03,8774
XML100_3266_04,9858
XML100_3266_05,7922
XML100_3266_06,7468
XML100_3266_07,8771
XML100_3266_08,8636
XML100_3266_09,7871
XML100_3266_10,5784
XML100_3266_11,8693
XML100_3266_12,8823
XML100_3266_13,7965
XML100_3266_14,9226
XML100_3266_15,5120
XML100_3266_16,8787
XML100_3266_17,7626
XML100_3266_18,7238
XML100_3266_19,7781
XML100_3266_20,8928
XML100_3266_21,8732
XML100_3266_22,8110
XML100_3266_23,7637
XML100_3266_24,7289
XML100_3266_25,7316
XML100_3266_26,5593
XML100_3271_01,32673
XML100_3271_02,37503
XML100_3271_03,37640
XML100_3271_04,50311
XML100_3271_05,38519
XML100_3271_06,48699
XML100_3271_07,54894
XML100_3271_08,52606
XML100_3271_09,41157
XML100_3271_10,47835
XML100_3271_11,60790
XML100_3271_12,40092
XML100_3271_13,46673
XML100_3271_14,51130
XML100_3271_15,55418
XML100_3271_16,54477
XML100_3271_17,55332
XML100_3271_18,46557
XML100_3271_19,46562
XML100_3271_20,47694
XML100_3271_21,79768
XML100_3271_22,57378
XML100_3271_23,34644
XML100_3271_24,45406
XML100_3271_25,36510
XML100_3271_26,39692
XML100_3272_01,22241
XML100_3272_02,26794
XML100_3272_03,26351
XML100_3272_04,12681
XML100_3272_05,26995
XML100_3272_06,28176
XML100_3272_07,35241
XML100_3272_08,38525
XML100_3272_09,40394
XML100_3272_10,41350
XML100_3272_11,26640
XML100_3272_12,21738
XML100_3272_13,17873
XML100_3272_14,42851
XML100_3272_15,25615
XML100_3272_16,31163
XML100_3272_17,26382
XML100_3272_18,26494
XML100_3272_19,21884
XML100_3272_20,35899
XML100_3272_21,37909
XML100_3272_22,23818
XML100_3272_23,23114
XML100_3272_24,40054
XML100_3272_25,26329
XML100_3272_26,32496
XML100_3273_01,17133
XML100_3273_02,18048
XML100_3273_03,15323
XML100_3273_04,21484
XML100_3273_05,21332
XML100_3273_06,14567
XML100_3273_07,16250
XML100_3273_08,20250
XML100_3273_09,21365
XML100_3273_10,14096
XML100_3273_11,26358
XML100_3273_12,14771
XML100_3273_13,20142
XML100_3273_14,11730
XML100_3273_15,14852
XML100_3273_16,20191
XML100_3273_17,18166
XML100_3273_18,19938
XML100_3273_19,15577
XML100_3273_20,21203
XML100_3273_21,20025
XML100_3273_22,17730
XML100_3273_23,30278
XML100_3273_24,21032
XML100_3273_25,18981
XML100_3273_26,17197
XML100_3274_01,6490
XML100_3274_02,13096
XML100_3274_03,13492
XML100_3274_04,13563
XML100_3274_05,14069
XML100_3274_06,10204
XML100_3274_07,14896
XML100_3274_08,8556
XML100_3274_09,15328
XML100_3274_10,17815
XML100_3274_11,14420
XML100_3274_12,14726
XML100_3274_13,12546
XML100_3274_14,12602
XML100_3274_15,16282
XML100_3274_16,10876
XML100_3274_17,11646
XML100_3274_18,19637
XML100_3274_19,11626
XML100_3274_20,16959
XML100_3274_21,14702
XML100_3274_22,13279
XML100_3274_23,15360
XML100_3274_24,12512
XML100_3274_25,12692
XML100_3274_26,13604
XML100_3275_01,12555
XML100_3275_02,8860
XML100_3275_03,12938
XML100_3275_04,14114
XML100_3275_05,14867
XML100_3275_06,8576
XML100_3275_07,12171
XML100_3275_08,10019
XML100_3275_09,10727
XML100_3275_10,10287
XML100_3275_11,8078
XML100_3275_12,13566
XML100_3275_13,10150
XML100_3275_14,7362
XML100_3275_15,8968
XML100_3275_16,10817
XML100_3275_17,8718
XML100_3275_18,13587
XML100_3275_19,12101
XML100_3275_20,8084
XML100_3275_21,9614
XML100_3275_22,9975
XML100_3275_23,14105
XML100_3275_24,11351
XML100_3275_25,9721
XML100_3275_26,9808
XML100_3276_01,8273
XML100_3276_02,8212
XML100_3276_03,8523
XML100_3276_04,10665
XML100_3276_05,10922
